34032901,63034,O,193791.72,1996-06-28,1-URGENT,Clerk#000006757,0,r the regular warhorses haggle furiously careful		
34032928,499504,O,130799.95,1998-06-02,4-NOT SPECIFIED,Clerk#000003172,0,s. quickly bold packages promise carefully quickly pending de		
34032930,447742,O,97383.37,1998-03-06,1-URGENT,Clerk#000009168,0,ss requests cajole express deposits. furiou		
34032931,1169525,O,48878.94,1996-03-03,2-HIGH,Clerk#000001983,0,"ng the even deposits print carefully regular deposits. final, even ideas "		
34032933,624857,O,322150.32,1996-04-12,1-URGENT,Clerk#000007940,0,ites. final pinto beans x-ray carefully. ideas 		
34032934,456419,O,107106.87,1996-03-26,4-NOT SPECIFIED,Clerk#000007377,0,across the unusual dolphins hinder furiously across the slyly ironi		
34032964,1308133,O,120714.43,1996-12-24,5-LOW,Clerk#000006333,0,ackages. bold theodolites mold sly		
34032966,1491617,O,69438.65,1996-08-29,4-NOT SPECIFIED,Clerk#000008830,0," gifts boost enticingly ironic account"		
34033027,839546,O,246795.06,1996-09-25,4-NOT SPECIFIED,Clerk#000007707,0,ns. carefully regular accounts according to the blithely pendin		
34033029,951340,O,289240.61,1998-01-11,4-NOT SPECIFIED,Clerk#000007855,0,bold requests. quickly express instructions above the iro		
34033030,651598,O,78268.09,1998-07-26,2-HIGH,Clerk#000008448,0,es about the quickly ironic accounts sleep slyly acr		
34033031,1390729,O,137519.74,1996-04-21,5-LOW,Clerk#000009358,0,bove the slyly even platelets. furiously regular requests 		
34033058,270754,O,282016.35,1996-12-15,4-NOT SPECIFIED,Clerk#000004230,0,le fluffily. fluffily unusual pinto beans use furiously regular deposits. fi		
34033063,422263,O,56656.43,1997-02-20,1-URGENT,Clerk#000006037,0,ronic dependencies slee		
34033095,607871,O,74951.86,1997-01-08,5-LOW,Clerk#000002144,0,al excuses wake finally. blithely pending deposits wake blithely: furiously 		
34033122,421285,O,149486.19,1997-09-20,5-LOW,Clerk#000003255,0,deas after the blithely sly platelets impress blithely ac		
34033126,1223060,O,15417.14,1998-01-25,4-NOT SPECIFIED,Clerk#000000670,0,quickly ironic realms lose furiously finally even foxes. reg		
34033152,1339606,O,299188.97,1996-10-25,5-LOW,Clerk#000001238,0,s boost ideas. accounts sleep?		
34033156,1388354,O,252432.87,1998-02-23,5-LOW,Clerk#000004044,0,unts about the carefully final requests believe at th		
34033157,50671,O,169752.12,1998-02-28,1-URGENT,Clerk#000001883,0,eep carefully furiously regular foxes. requests snooze fur		
34033159,389974,O,38290.76,1997-01-23,4-NOT SPECIFIED,Clerk#000009708,0,y. furiously express excuses around the carefull		
34033184,784001,O,162024.09,1997-12-30,2-HIGH,Clerk#000001354,0,t the ironic excuses. carefully express packages cajole c		
34033185,688429,O,94561.04,1997-07-13,5-LOW,Clerk#000005319,0,ly final ideas. regular pinto beans cajole slyly. fluffily		
34033186,917957,O,106751.62,1996-07-24,4-NOT SPECIFIED,Clerk#000004251,0,es. regular ideas haggle ironic pinto be		
34033191,571787,O,103376.36,1997-11-10,5-LOW,Clerk#000000820,0,l ideas cajole carefully across the silent multip		
34033217,324838,O,128356.88,1997-02-04,1-URGENT,Clerk#000000721,0,uriously regular asymptotes believe after the furiously		
34033219,957506,O,163188.38,1997-11-20,3-MEDIUM,Clerk#000000753,0,lly regular gifts detect carefull		
34033221,725015,O,55055.90,1997-08-16,5-LOW,Clerk#000002528,0," the blithely idle ideas. quickly dogged requests around the carefully p"		
34033222,820894,O,77516.60,1997-07-24,1-URGENT,Clerk#000008555,0,en dependencies. carefully sile		
34033223,1235132,O,136262.82,1997-09-25,1-URGENT,Clerk#000006544,0,"ress platelets. express, ir"		
34033250,1457492,O,222894.54,1998-02-24,5-LOW,Clerk#000007395,0,odolites nag finally along the slyly bold deposits. spec		
34033253,910193,O,139204.22,1997-12-31,5-LOW,Clerk#000008714,0,across the express deposit		
34033285,20797,O,178973.68,1996-09-09,4-NOT SPECIFIED,Clerk#000009094,0,olites. carefully special dolphins are slyly 		
34033286,31588,O,89813.09,1997-02-11,1-URGENT,Clerk#000007854,0,s mold express pinto beans. 		
34033312,315868,O,125364.30,1997-04-24,2-HIGH,Clerk#000000311,0,ickly furiously even instructions. asymptotes along t		
34033314,1426778,O,239773.15,1996-02-22,1-URGENT,Clerk#000004294,0,"onic asymptotes sleep carefully even, regular pi"		
34033315,841957,O,124450.03,1998-03-08,2-HIGH,Clerk#000009412,0,uriously. theodolites along the bold instructio		
34033317,1174228,O,1932.93,1997-02-16,1-URGENT,Clerk#000000906,0,"s about the furiously silent accounts sleep blithely unusual, express"		
34033346,644594,O,93023.35,1998-05-23,4-NOT SPECIFIED,Clerk#000009552,0,onic excuses. accounts use alongside of the unusual r		
34033348,171739,O,159113.83,1998-07-28,4-NOT SPECIFIED,Clerk#000009029,0,er above the carefully ironic attainments. slyly regular deposits sublate. fin		
34033349,411946,O,100599.82,1997-10-16,5-LOW,Clerk#000008303,0,"ecial, express packag"		
34033350,1059698,O,115615.36,1997-11-16,2-HIGH,Clerk#000001495,0,ole at the slyly regular packages. unusua		
34033376,1283485,O,258786.78,1996-03-21,1-URGENT,Clerk#000005094,0," carefully special instr"		
34033378,282398,O,315201.60,1996-03-05,2-HIGH,Clerk#000000172,0,theodolites affix carefully about the furious		
34033379,251123,O,1965.46,1998-06-27,5-LOW,Clerk#000008683,0,thely regular theodolites cajole furiously even ideas. accounts along		
34033380,1108771,O,178387.18,1996-03-17,2-HIGH,Clerk#000008775,0,"ts haggle quickly. slyly dogged packages wake final, regular accounts."		
34033381,590626,O,249039.10,1996-03-26,4-NOT SPECIFIED,Clerk#000000642,0,t the carefully bold deposits		
34033409,1353800,O,111012.92,1997-07-15,5-LOW,Clerk#000005465,0,osits. carefully ironic accounts ar		
34033410,1312478,O,116436.43,1996-03-17,3-MEDIUM,Clerk#000003975,0,express requests. car		
34033411,1300963,O,380871.69,1998-06-27,5-LOW,Clerk#000007121,0,ests serve slyly quickly pending account		
34033412,1268020,O,182135.50,1997-10-16,4-NOT SPECIFIED,Clerk#000005477,0,ep for the slyly stealthy instructions. final excuses after		
34033443,39946,O,1850.99,1998-06-28,4-NOT SPECIFIED,Clerk#000002613,0," the ironic ideas. quickly express packages cajole perman"		
34033472,636551,O,185079.68,1996-12-26,3-MEDIUM,Clerk#000000225,0,ronic courts cajole carefully against the c		
34033474,225334,O,160193.70,1998-06-03,3-MEDIUM,Clerk#000002793,0,ideas use fluffily idle excuses. doggedly ironic requests about the unusual		
34033505,984653,O,120376.85,1997-11-11,1-URGENT,Clerk#000001358,0,e to wake fluffily ironic requests. silent foxes cajole.		
34033507,4789,O,71621.45,1996-05-06,1-URGENT,Clerk#000000205,0,ns nod fluffily fluffily special deposits.		
34033509,866267,O,120977.40,1997-01-07,1-URGENT,Clerk#000001058,0,uests nag carefully from the quickly unusua		
34033510,348763,O,58255.71,1996-04-23,1-URGENT,Clerk#000007881,0,ggle quickly alongside of the furiously ir		
34033511,1129765,O,127340.72,1997-07-29,2-HIGH,Clerk#000005819,0,ing foxes integrate slyly according to the slyl		
34033536,953758,O,109125.83,1996-12-21,2-HIGH,Clerk#000004686,0,ar instructions haggle 		
34033539,659887,O,71457.16,1998-07-18,4-NOT SPECIFIED,Clerk#000007640,0,ts? regular requests above the slyly ironic theodol		
34033540,1203733,O,109114.11,1996-07-10,4-NOT SPECIFIED,Clerk#000004195,0,ress frays nag fluffily furiously even instructions. pending packages nag ca		
34033543,432652,O,21602.54,1996-08-07,5-LOW,Clerk#000009737,0,es haggle slyly around the express accounts. 		
34033569,906247,O,282049.55,1996-12-14,5-LOW,Clerk#000001397,0,ickly slyly final theodolites. furiously bold ideas cajole furiously acc		
34033572,639686,O,305867.43,1997-05-17,5-LOW,Clerk#000004969,0,s. fluffily final accounts wake fluffily bold ide		
34033573,702469,O,144375.23,1997-08-22,4-NOT SPECIFIED,Clerk#000002807,0," after the theodolites."		
34033575,589453,O,345531.41,1996-06-29,2-HIGH,Clerk#000001757,0,ets within the blithely pending excuses a		
34033600,915799,O,91669.43,1998-05-21,5-LOW,Clerk#000004150,0,lly never regular theodolites. blithely ironic		
34033602,971245,O,100196.72,1998-06-08,5-LOW,Clerk#000002046,0,ously along the blithely pending packages. fluffily even accounts 		
34033604,57760,O,311148.95,1996-11-14,4-NOT SPECIFIED,Clerk#000009070,0,yly ironic deposits are quickly special accounts. carefully pending packages 		
34033606,28784,O,247039.93,1996-10-20,5-LOW,Clerk#000004056,0,ts sleep around the daring accounts. slyly bold excuses wake		
34033632,574520,O,240102.55,1997-03-18,5-LOW,Clerk#000003909,0,cross the doggedly express pinto beans. accounts hinder ac		
34033633,444575,O,54566.46,1996-06-17,4-NOT SPECIFIED,Clerk#000004000,0,st the pinto beans eat furiously iron		
34033636,235354,O,106131.70,1998-06-27,1-URGENT,Clerk#000003908,0,ests haggle-- deposits cajole abo		
34033637,75592,O,132409.11,1996-10-11,3-MEDIUM,Clerk#000006816,0,luffily blithely regular theodolites	 accounts affix	
34033639,43801,O,227095.50,1998-01-05,1-URGENT,Clerk#000009998,0,ites near the express dependencies haggle regularly		
34033664,1149154,O,74038.97,1997-03-04,3-MEDIUM,Clerk#000006847,0,unts. blithely regular accounts impress quickly after the blithely fi		
34033667,860236,O,307993.28,1996-04-24,1-URGENT,Clerk#000004452,0,carefully. furiously even accounts sleep furiously against the slyly iro		
34033669,1151531,O,340037.06,1997-10-23,2-HIGH,Clerk#000008753,0," asymptotes sleep slyly quickly special deposits. final, even"		
34033670,776044,O,17771.46,1998-04-05,5-LOW,Clerk#000000221,0,dly according to the blithely express ide		
34033696,155597,O,254004.33,1997-02-06,1-URGENT,Clerk#000000755,0,furiously final requ		
34033697,608413,O,56632.81,1996-07-12,2-HIGH,Clerk#000007495,0,lithely silent foxes dete		
34033698,93925,O,134363.19,1997-01-21,1-URGENT,Clerk#000004060,0,yly careful accounts are ruthl		
34033702,1273069,O,74913.40,1997-07-09,1-URGENT,Clerk#000007356,0,"es could are slyly regular requests. unusual, regu"		
34033729,241822,O,136409.84,1996-05-18,3-MEDIUM,Clerk#000002895,0,l packages print furiousl		
34033734,314545,O,280104.56,1997-03-06,4-NOT SPECIFIED,Clerk#000005800,0,its after the final requ		
34033763,524917,O,193009.46,1996-07-17,1-URGENT,Clerk#000009695,0,lyly about the slyl		
34033765,444427,O,106852.59,1997-06-16,3-MEDIUM,Clerk#000008170,0,"y platelets. final, ironic requests according to"		
34033767,454600,O,173410.58,1998-04-24,2-HIGH,Clerk#000008607,0,y above the carefully bu		
34033798,997445,O,278625.15,1997-10-16,4-NOT SPECIFIED,Clerk#000009050,0,al theodolites are about the theodolites. blithely final packages sleep bli		
34033825,501832,O,74500.77,1997-10-30,5-LOW,Clerk#000006152,0,manent excuses around the carefully even accounts affi		
34033827,707731,O,48530.93,1996-07-23,2-HIGH,Clerk#000003728,0," haggle about the accounts. pending foxes after the"		
34033828,1308364,O,59144.12,1997-08-27,4-NOT SPECIFIED,Clerk#000005216,0," accounts cajole across the furiously special requests. special c"		
34033831,1331587,O,126479.33,1998-03-15,1-URGENT,Clerk#000004517,0," express theodolites are furiously. theodolites at the furiously final ideas "		
34033860,887020,O,227638.52,1998-02-09,2-HIGH,Clerk#000003173,0,"ely pending accounts. final, pending requests impress. furiously stealthy fray"		
34033891,811204,O,235929.62,1997-08-04,4-NOT SPECIFIED,Clerk#000003749,0,silently regular packages. carefully fin		
34033920,587038,O,96132.66,1998-07-28,5-LOW,Clerk#000004193,0,y regular accounts alongside of the idle acco		
34033922,625280,O,173460.98,1997-01-15,3-MEDIUM,Clerk#000003141,0," to the carefully pending asymptotes"		
34033927,1198556,O,94756.02,1996-05-11,4-NOT SPECIFIED,Clerk#000004769,0,final accounts along the furiously final sauternes nag carefully regular		
34033954,123127,O,204441.79,1996-04-05,2-HIGH,Clerk#000000549,0,oost furiously throughout the foxes. blithely regular excuses are 		
34033955,883946,O,163306.19,1996-12-01,2-HIGH,Clerk#000007522,0,ans. theodolites wake slyly: regular dolphins affix abo		
34033956,464839,O,109313.64,1996-02-13,1-URGENT,Clerk#000001223,0,n realms after the quickly express account		
34033957,517271,O,170572.29,1996-09-01,5-LOW,Clerk#000001422,0,kages could have to nag slyly furiously even asymptotes! slowly regular		
34033959,390214,O,296398.48,1996-07-12,3-MEDIUM,Clerk#000001448,0,y permanent requests promise		
34033984,321832,O,142683.21,1996-10-29,2-HIGH,Clerk#000009910,0," instructions cajole according to the slyly ironic theodolites. foxes a"		
34033985,19084,O,121529.00,1997-07-22,2-HIGH,Clerk#000006602,0,"auternes. ironic, regular multipliers bo"		
34033986,1227220,O,202978.67,1996-05-05,5-LOW,Clerk#000006924,0,quests boost furiously above t		
34033989,636718,O,194339.97,1998-03-14,1-URGENT,Clerk#000004253,0,y above the quickly regular re		
34034016,538327,O,200960.90,1998-07-05,4-NOT SPECIFIED,Clerk#000009207,0,y ironic packages. multi		
34034018,916888,O,179001.49,1997-06-16,2-HIGH,Clerk#000004428,0,"l, ironic deposits! regular, final deposits cajole besi"		
34034020,1341727,O,165313.62,1998-02-05,3-MEDIUM,Clerk#000003514,0,egular requests eat fu		
34034052,1045348,O,132426.63,1996-07-26,3-MEDIUM,Clerk#000004237,0,furiously. daringly even escapades		
34034053,1151977,O,228126.27,1997-06-18,2-HIGH,Clerk#000005743,0,cording to the furiously pending excuses haggle furiously furiously regular		
34034054,756112,O,186352.76,1996-05-01,1-URGENT,Clerk#000006833,0,"quickly final accounts sleep quickly regular, bold packages. "		
34034055,1447847,O,223032.36,1996-04-28,5-LOW,Clerk#000007091,0,bold requests? special platelets after the sly		
34034081,889300,O,130275.92,1996-01-06,2-HIGH,Clerk#000006822,0,"ular foxes. ironic, ironic instructions will have to poach. caref"		
34034082,446617,O,234116.62,1997-11-01,3-MEDIUM,Clerk#000007038,0,ets. platelets haggle c		
34034112,270304,O,35670.70,1998-02-22,2-HIGH,Clerk#000004574,0,s platelets boost slyly at the sile		
34034114,77206,O,192140.07,1996-07-05,3-MEDIUM,Clerk#000007244,0,cial accounts: quickly regular sauternes a		
34034115,77423,O,184798.29,1997-10-16,4-NOT SPECIFIED,Clerk#000009361,0,egular foxes are fluffily blithely s		
34034116,745576,O,190542.44,1998-07-15,2-HIGH,Clerk#000006260,0,ions. slowly ironic foxes shall have to print pinto b		
34034117,1388809,O,57827.02,1996-12-14,1-URGENT,Clerk#000007295,0,furiously quickly bold platelets. regular accou		
34034118,180676,O,350284.65,1998-06-06,1-URGENT,Clerk#000003562,0,lar pinto beans detect quickly unusual		
34034119,598982,O,307265.14,1997-12-14,3-MEDIUM,Clerk#000005817,0,lly after the furiously silent requests. carefully brave deposit		
34034148,869698,O,60602.67,1996-08-26,1-URGENT,Clerk#000006552,0,se blithely alongside o		
34034151,687637,O,83089.35,1997-12-01,2-HIGH,Clerk#000003415,0,es. furiously express deposits would print. carefully ironic requests among 		
34034176,1082153,O,212788.21,1998-06-25,1-URGENT,Clerk#000006240,0,deas. blithely express req		
34034178,1250416,O,241666.60,1996-06-10,5-LOW,Clerk#000003319,0,"y alongside of the ironic, express warthogs: thin accounts with the furiously"		
34034179,728581,O,266156.71,1997-10-11,2-HIGH,Clerk#000007091,0,le quickly at the fluffily special excuses. fu		
34034181,1314571,O,18542.55,1996-02-03,3-MEDIUM,Clerk#000008299,0,uests wake fluffily pen		
34034182,471046,O,154201.10,1996-03-02,3-MEDIUM,Clerk#000002448,0,ns are above the courts! finally e		
34034209,1019926,O,75153.54,1997-11-30,3-MEDIUM,Clerk#000006298,0,thely. regular deposits x-ray. busily final bra		
34034210,1366130,O,264030.59,1997-07-22,4-NOT SPECIFIED,Clerk#000005807,0,nal requests integrate blithely. accounts above the fluffily unusu		
34034213,1310822,O,160873.02,1998-03-08,1-URGENT,Clerk#000001718,0,ly carefully final instructions. bravely regular 		
34034245,1246241,O,36021.36,1996-03-31,5-LOW,Clerk#000004742,0,"ve to nag carefully above the even, special i"		
34034273,1145264,O,133268.45,1998-02-16,5-LOW,Clerk#000006781,0,hely express requests. quickly regular request		
34034275,573637,O,42022.44,1997-03-24,3-MEDIUM,Clerk#000006506,0,ges integrate. fluffily ironic pains are furiously spec		
34034276,599488,O,343355.73,1996-10-01,4-NOT SPECIFIED,Clerk#000000561,0,cross the furiously pending p		
34034277,66958,O,76878.47,1997-04-22,2-HIGH,Clerk#000005482,0,"gle furiously ironic packages. regular, re"		
34034304,1048600,O,3606.90,1996-11-18,4-NOT SPECIFIED,Clerk#000002851,0,furiously regular instructions impress along the ruthlessly even deposi		
34034305,304108,O,135994.62,1996-11-24,4-NOT SPECIFIED,Clerk#000007917,0,rate slyly. quickly regular p		
34034306,627587,O,152265.75,1997-02-15,4-NOT SPECIFIED,Clerk#000006707,0,"xes sleep pinto beans-- pending, bold requests along the carefully spec"		
34034310,585644,O,39285.39,1998-03-27,3-MEDIUM,Clerk#000001650,0,"omas. slyly special platelets serve blithely ironic, silent instru"		
34034336,259165,O,111085.42,1996-06-17,3-MEDIUM,Clerk#000003169,0,ully across the furiously ironic packages. blithely ruthle		
34034338,200554,O,47524.35,1998-06-29,3-MEDIUM,Clerk#000008245,0,regular ideas. carefully even requests nag carefully quickly pending		
34034340,1272098,O,165993.48,1998-01-01,3-MEDIUM,Clerk#000002901,0,telets. carefully ironic packages cajol		
34034368,452851,O,75378.73,1998-01-29,4-NOT SPECIFIED,Clerk#000004473,0," requests nag furiously carefully permanent foxe"		
34034369,45172,O,36792.17,1998-05-27,3-MEDIUM,Clerk#000009103,0,he instructions. carefully regular accounts 		
34034374,1340995,O,13460.68,1997-06-05,5-LOW,Clerk#000002353,0,ix fluffily. furiously unusual instr		
34034400,1125556,O,187327.64,1997-11-19,5-LOW,Clerk#000002301,0,es wake carefully final dependencies. quickly pending the		
34034404,893728,O,124854.98,1998-02-24,2-HIGH,Clerk#000009986,0," pearls sleep. dugouts use slyly. regular deposits thrash past the "		
34034405,1361336,O,118670.91,1998-05-16,3-MEDIUM,Clerk#000006343,0,ermanent instructions. quickly pending foxes engage furiously sly		
34034434,1277569,O,146409.26,1998-07-23,3-MEDIUM,Clerk#000006790,0,ending packages. carefully final dolphins are quickl		
34034464,1475078,O,92366.38,1997-10-08,5-LOW,Clerk#000001254,0,ular dolphins. slyly pending accounts nag. requests wake requests. carefully i		
34034465,1123925,O,104037.96,1998-01-01,3-MEDIUM,Clerk#000005738,0,ickly among the furiously regular pinto beans. furiously final theodoli		
34034470,347075,O,91295.52,1997-08-24,3-MEDIUM,Clerk#000002831,0,al theodolites. furiously ironic acco		
34034499,948160,O,84231.78,1997-01-31,4-NOT SPECIFIED,Clerk#000005517,0,"nts. regular, regular foxes doze slyly "		
34034500,1202630,O,53916.70,1998-02-02,3-MEDIUM,Clerk#000006436,0,es wake special packages. slyly unusual requests across the blithely expres		
34034503,1228271,O,204777.34,1997-10-31,1-URGENT,Clerk#000002574,0,haggle after the ironic packages	 foxes sleep slyly along the carefully re	
34034528,534535,O,189187.16,1998-02-10,3-MEDIUM,Clerk#000000182,0,oxes sleep accordin		
34034530,1425068,O,158778.89,1997-06-24,1-URGENT,Clerk#000005295,0,tes. final foxes above the evenly special deposits wake af		
34034534,345325,O,292112.50,1997-06-16,1-URGENT,Clerk#000000143,0,"ole after the quietly ironic foxes. bold, regular dolphins sleep blith"		
34034563,1224101,O,85544.06,1997-04-22,5-LOW,Clerk#000002539,0,sts. carefully expre		
34034567,1406741,O,9055.79,1997-10-18,1-URGENT,Clerk#000007103,0,"s are furiously regular accounts. ironic, regular asymptotes sleep furi"		
34034595,48995,O,145658.71,1997-08-15,1-URGENT,Clerk#000004220,0,ently dependencies. blithely express water		
34034599,1195717,O,40375.71,1997-02-09,3-MEDIUM,Clerk#000004071,0," slyly carefully final ideas. pending requests according to"		
34034629,398072,O,260099.00,1996-06-10,2-HIGH,Clerk#000003506,0,kages boost furiously pending requests	 blithely ir	
34034630,382000,O,234040.17,1997-09-08,2-HIGH,Clerk#000000691,0,iously. slyly enticing foxes wake among the t		
34034660,1205312,O,50951.05,1998-04-11,3-MEDIUM,Clerk#000006585,0,"e. unusual, silent accounts poach slyly. ironic requests sleep fluffily. pe"		
34034661,169933,O,108998.29,1997-10-13,4-NOT SPECIFIED,Clerk#000000326,0,"final, final platelets nag furiously special, final pint"		
34034662,49127,O,18722.12,1996-05-20,2-HIGH,Clerk#000003506,0,ronic deposits are. accounts cajole quickly. bl		
34034663,673325,O,102072.71,1997-01-28,5-LOW,Clerk#000009026,0," wake ironic packages. regular deposits cajole blithely about the unusua"		
34034688,562924,O,250570.78,1997-09-16,2-HIGH,Clerk#000008228,0,metimes. slyly regular platelets mold slyly sl		
34034690,526829,O,204155.70,1996-10-26,1-URGENT,Clerk#000004467,0,ly along the furiously ironic depende		
34034691,1404721,O,255704.43,1997-06-14,5-LOW,Clerk#000006061,0,ts. bold pinto beans against t		
34034694,341825,O,107829.63,1998-07-18,5-LOW,Clerk#000006408,0,the furiously unusual packages		
34034720,1055494,O,166112.89,1998-03-16,5-LOW,Clerk#000005999,0,sual dependencies integrate blithely. furiou		
34034722,1336912,O,94776.69,1996-07-09,3-MEDIUM,Clerk#000008341,0,"al, regular courts use. furiously even dinos about t"		
34034725,1029014,O,37258.17,1998-01-02,4-NOT SPECIFIED,Clerk#000003661,0,xes. quickly regular foxes haggle fluffily along the silent pinto beans. 		
34034727,1242379,O,307264.82,1997-12-24,3-MEDIUM,Clerk#000001809,0,ages against the blithely unusual packages wake slow accounts. ideas		
34034752,654178,O,205316.92,1997-09-14,1-URGENT,Clerk#000002416,0,ites according to the blithely sly requests wake 		
34034753,1247179,O,8041.92,1996-03-29,3-MEDIUM,Clerk#000004142,0,final accounts. iro		
34034754,331222,O,216979.17,1998-07-08,4-NOT SPECIFIED,Clerk#000002544,0,"ourts. furiously ironic accounts wake furiously above the quick, "		
34034755,318269,O,61934.62,1997-03-19,5-LOW,Clerk#000006370,0,"ent pinto beans. dogged, ironic dependencies integrate furiou"		
34034757,680159,O,163605.07,1996-04-19,3-MEDIUM,Clerk#000007821,0," was carefully according to the requests. final deposits sleep slyly. slyly"		
34034786,749914,O,139670.39,1996-05-28,3-MEDIUM,Clerk#000000625,0,lyly unusual pinto beans. furiously express instructi		
34034790,482380,O,150680.58,1997-10-24,1-URGENT,Clerk#000009753,0,ndencies. furiously close ideas are fluffily. slyly special		
34034816,842800,O,145777.83,1996-01-17,3-MEDIUM,Clerk#000004357,0,fully. fluffily regular deposits cajole quickly. blithely ironic accoun		
34034817,425437,O,72872.10,1997-04-24,1-URGENT,Clerk#000007567,0,ests grow blithely across the accounts. sly		
34034818,1314370,O,87076.80,1997-06-06,5-LOW,Clerk#000006642,0,tes integrate slyly enticing plat		
34034820,947110,O,22738.92,1996-09-19,1-URGENT,Clerk#000004294,0,grouches wake slyly after the r		
34034822,1293001,O,214435.59,1996-06-15,4-NOT SPECIFIED,Clerk#000005074,0,"ld, bold requests. bl"		
34034849,687401,O,133603.30,1997-10-17,1-URGENT,Clerk#000005163,0,y unusual ideas among the regularly special pack		
34034850,139318,O,200794.40,1997-06-10,2-HIGH,Clerk#000008363,0,ealthy patterns: carefully reg		
34034851,11512,O,117494.28,1998-02-05,4-NOT SPECIFIED,Clerk#000000782,0,"o beans. ironic, regular escapades cajole blithely. pending, pending dolphi"		
34034853,1066594,O,261610.74,1997-12-09,4-NOT SPECIFIED,Clerk#000004328,0,ake along the ruthlessly even pac		
34034854,1232743,O,334905.80,1996-02-12,4-NOT SPECIFIED,Clerk#000003437,0,h carefully. blithely final accounts u		
34034881,122198,O,155851.52,1997-03-17,5-LOW,Clerk#000007307,0,ges. quickly regular deposits cajole. packag		
34034882,269858,O,39827.63,1996-04-26,1-URGENT,Clerk#000009854,0,e instructions. slyly special req		
34034883,987919,O,292509.03,1998-03-25,3-MEDIUM,Clerk#000007458,0,"special ideas sleep carefully along the deposits. final, fluffy req"		
34034885,547540,O,202261.43,1997-05-21,4-NOT SPECIFIED,Clerk#000003309,0,kages. regular frays lose blithely. bold pinto beans haggle slyly regula		
34034886,1486393,O,199431.08,1997-06-03,1-URGENT,Clerk#000003671,0,ves boost carefully around the blithely final p		
34034912,1116493,O,74085.03,1996-03-18,3-MEDIUM,Clerk#000002692,0,"ual deposits nag even platelets. bold, fluffy"		
34034914,753818,O,68531.21,1996-09-24,1-URGENT,Clerk#000009205,0,slyly. ironic deposits along the furiously regular packag		
34034915,409111,O,177483.85,1997-06-09,1-URGENT,Clerk#000009653,0,s accounts sleep blithely along the carefully unusual 		
34034916,1406747,O,59798.91,1998-01-07,3-MEDIUM,Clerk#000001310,0,c pinto beans cajole a		
34034919,51640,O,252434.73,1996-01-04,5-LOW,Clerk#000002935,0,eposits eat carefully even 		
34034944,909412,O,176488.35,1997-04-21,1-URGENT,Clerk#000006054,0," excuses about the slyly final foxes"		
34034949,1220498,O,187246.26,1998-01-29,5-LOW,Clerk#000002421,0,le idly regular accounts. furiously final ideas after the fluffily speci		
34034950,407498,O,122240.16,1998-02-15,2-HIGH,Clerk#000003860,0,haggle slyly slyly spec		
34034978,748601,O,217296.74,1997-06-28,5-LOW,Clerk#000004331,0,ccounts above the slyly sp		
34034982,1146970,O,320557.27,1997-10-17,2-HIGH,Clerk#000001054,0,jole slyly. carefully quiet r		
34035008,847741,O,82962.90,1998-01-28,5-LOW,Clerk#000003268,0,"c deposits. ironic, furious requests cajole permanently. ca"		
34035009,982264,O,75241.20,1998-05-29,2-HIGH,Clerk#000003714,0,p around the furiously ironic deposits. fluffily final sheaves grow sl		
34035010,1409546,O,58178.11,1997-12-31,1-URGENT,Clerk#000005847,0," slowly silent accounts after the final deposits solve furi"		
34035011,723640,O,330517.42,1996-09-29,5-LOW,Clerk#000005394,0," permanent deposits about the final account"		
34035013,1204006,O,141060.53,1996-05-03,1-URGENT,Clerk#000000478,0,"ress instructions sleep slyly even deposits. express, bold theodo"		
34035014,706601,O,315547.51,1997-12-25,3-MEDIUM,Clerk#000001098,0," among the ironic packages. theodolites wake quickly regula"		
34035015,331585,O,201572.16,1997-01-29,5-LOW,Clerk#000009058,0,sly silent requests grow quickly about		
34035043,497737,O,258442.95,1997-10-29,2-HIGH,Clerk#000005171,0,quests. foxes use slyly. quic		
34035044,1445647,O,186671.31,1996-05-15,1-URGENT,Clerk#000006604,0,"ar, regular theodolites lose carefully."		
34035046,1473956,O,164199.30,1997-01-14,4-NOT SPECIFIED,Clerk#000007261,0,osits. deposits boost above the bold ac		
34035073,664858,O,225028.51,1996-07-29,4-NOT SPECIFIED,Clerk#000007181,0,", bold courts. ironic theodolites nag carefully brave requests. s"		
34035074,762943,O,100747.23,1996-02-08,5-LOW,Clerk#000003057,0,s-- furiously even 		
34035077,397399,O,59409.88,1996-01-05,1-URGENT,Clerk#000000925,0," slyly carefully iron"		
34035078,1069319,O,186785.34,1996-02-16,4-NOT SPECIFIED,Clerk#000008883,0,al dependencies nag. pending requests wake quickly according to the eve		
34035107,1242592,O,127248.47,1996-07-10,2-HIGH,Clerk#000002291,0," furiously slow attainments engage blithely regular platelets. fluffily bol"		
34035110,304237,O,238249.81,1996-02-15,2-HIGH,Clerk#000008143,0,y unusual dependencies nag orbits. blithely final requests haggle. furiousl		
34035139,1405555,O,205060.12,1997-03-01,2-HIGH,Clerk#000006709,0,"forges haggle slyly even packages. regular, r"		
34035140,1151026,O,134772.43,1998-06-14,3-MEDIUM,Clerk#000006796,0,ly across the slyly bold instructions. q		
34035141,1268059,O,200901.08,1997-06-30,1-URGENT,Clerk#000002465,0,"e furiously. even, silent packages run carefully slyly "		
34035170,812729,O,201099.14,1997-08-05,2-HIGH,Clerk#000002380,0," quickly stealthily unusual deposits"		
